,Block Type,96-Well 0.1-mL Block,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Instrument Serial Number,172310454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Instrument Type,QuantStudio™ 3 System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Passive Reference,ROX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Post-read Stage/Step,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Pre-read Stage/Step,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Quantification Cycle Method,Ct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Signal Smoothing On,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stage where Melt Analysis is performed,Stage3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Stage/ Cycle where Ct Analysis is performed,"Stage2, Step2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,User Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well,Omit,Sample Name,Target Name,Task,Reporter,Quencher,C_,Ct Mean,Ct SD,Quantity,Quantity Mean,Quantity SD,Y-Intercept,R(superscript 2),Slope,Efficiency,Automatic Ct Threshold,Ct Threshold,Automatic Baseline,Baseline Start,Baseline End,Amp Status,Comments,Cq Conf,CQCONF,EXPFAIL,HIGHSD,NOAMP,Tm1,Tm2,Tm3,Tm4
A1,FALSE,NTC,Ssid,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,Y,62.079,,,
A2,FALSE,NTC,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,Y,0,,,
A2,FALSE,NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,N,81.822,,,
A3,FALSE,NTC,Ssid,UNKNOWN,SYBR,None,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,Y,60.001,,,
A4,FALSE,NTC,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,Y,0,,,
A4,FALSE,NTC,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,N,70.837,,,
A5,FALSE,Sample 7,Ssid,UNKNOWN,SYBR,None,23.34,23.033,0.433,,,,,,,,FALSE,0.02,TRUE,3,21,Amp,,0.756,Y,N,N,N,76.478,,,
A6,FALSE,Sample 7,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,Y,0,,,
A6,FALSE,Sample 7,D,UNKNOWN,FAM,NFQ-MGB,26.811,27.024,0.301,,,,,,,,FALSE,0.02,TRUE,3,24,Amp,,0.623,Y,N,N,N,74.994,,,
A7,FALSE,Sample 7,Ssid,UNKNOWN,SYBR,None,22.727,23.033,0.433,,,,,,,,FALSE,0.02,TRUE,3,21,Amp,,0.658,Y,N,N,N,76.627,,,
A8,FALSE,Sample 7,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,Y,0,,,
A8,FALSE,Sample 7,D,UNKNOWN,FAM,NFQ-MGB,27.237,27.024,0.301,,,,,,,,FALSE,0.02,TRUE,3,25,Amp,,0.694,Y,N,N,N,68.314,,,
A9,FALSE,Sample 15,Ssid,UNKNOWN,SYBR,None,22.796,22.787,0.012,,,,,,,,FALSE,0.02,TRUE,3,21,Amp,,0.681,Y,N,N,N,76.627,,,
A10,FALSE,Sample 15,C,UNKNOWN,VIC,NFQ-MGB,26.774,27.501,1.028,,,,,,,,FALSE,0.02,TRUE,3,24,Amp,,0.9,N,N,Y,N,0,,,
A10,FALSE,Sample 15,D,UNKNOWN,FAM,NFQ-MGB,35.043,35.547,0.712,,,,,,,,FALSE,0.02,TRUE,3,33,Inconclusive,,0.664,Y,N,Y,N,76.33,,,
A11,FALSE,Sample 15,Ssid,UNKNOWN,SYBR,None,22.778,22.787,0.012,,,,,,,,FALSE,0.02,TRUE,3,20,Amp,,0.64,Y,N,N,N,76.478,,,
A12,FALSE,Sample 15,C,UNKNOWN,VIC,NFQ-MGB,28.228,27.501,1.028,,,,,,,,FALSE,0.02,TRUE,3,26,Amp,,0.869,N,N,Y,N,0,,,
A12,FALSE,Sample 15,D,UNKNOWN,FAM,NFQ-MGB,36.051,35.547,0.712,,,,,,,,FALSE,0.02,TRUE,3,34,No Amp,,0.497,Y,N,Y,N,71.728,,,
B1,FALSE,Sample 1,Ssid,UNKNOWN,SYBR,None,Undetermined,32.293,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,Y,60.001,,,
B2,FALSE,Sample 1,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,Y,0,,,
B2,FALSE,Sample 1,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,N,71.283,,,
B3,FALSE,Sample 1,Ssid,UNKNOWN,SYBR,None,32.293,32.293,,,,,,,,,FALSE,0.02,TRUE,3,30,Amp,,0.99,N,N,N,N,76.775,,,
B4,FALSE,Sample 1,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,Y,0,,,
B4,FALSE,Sample 1,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,N,70.689,,,
B5,FALSE,Sample 8,Ssid,UNKNOWN,SYBR,None,23.603,23.517,0.121,,,,,,,,FALSE,0.02,TRUE,3,22,Amp,,0.807,N,N,N,N,76.627,,,
B6,FALSE,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,38.823,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,Y,0,,,
B6,FALSE,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,26.758,26.22,0.76,,,,,,,,FALSE,0.02,TRUE,3,25,Amp,,0.671,Y,N,Y,N,70.095,,,
B7,FALSE,Sample 8,Ssid,UNKNOWN,SYBR,None,23.432,23.517,0.121,,,,,,,,FALSE,0.02,TRUE,3,21,Amp,,0.723,Y,N,N,N,76.627,,,
B8,FALSE,Sample 8,C,UNKNOWN,VIC,NFQ-MGB,38.823,38.823,,,,,,,,,FALSE,0.02,TRUE,3,35,Inconclusive,,0.114,Y,N,N,N,0,,,
B8,FALSE,Sample 8,D,UNKNOWN,FAM,NFQ-MGB,25.683,26.22,0.76,,,,,,,,FALSE,0.02,TRUE,3,23,Amp,,0.612,Y,N,Y,N,75.588,,,
B9,FALSE,Sample 16,Ssid,UNKNOWN,SYBR,None,22.11,22.183,0.104,,,,,,,,FALSE,0.02,TRUE,3,20,Amp,,0.73,Y,N,N,N,76.627,,,
B10,FALSE,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,26.005,26.691,0.97,,,,,,,,FALSE,0.02,TRUE,3,24,Amp,,0.892,N,N,Y,N,0,,,
B10,FALSE,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,30.965,31.497,0.753,,,,,,,,FALSE,0.02,TRUE,3,28,Amp,,0.845,N,N,Y,N,75.291,,,
B11,FALSE,Sample 16,Ssid,UNKNOWN,SYBR,None,22.257,22.183,0.104,,,,,,,,FALSE,0.02,TRUE,3,20,Amp,,0.732,Y,N,N,N,76.478,,,
B12,FALSE,Sample 16,C,UNKNOWN,VIC,NFQ-MGB,27.377,26.691,0.97,,,,,,,,FALSE,0.02,TRUE,3,25,Amp,,0.891,N,N,Y,N,0,,,
B12,FALSE,Sample 16,D,UNKNOWN,FAM,NFQ-MGB,32.029,31.497,0.753,,,,,,,,FALSE,0.02,TRUE,3,30,Amp,,0.863,N,N,Y,N,72.173,,,
C1,FALSE,Sample 2,Ssid,UNKNOWN,SYBR,None,22.222,22.492,0.382,,,,,,,,FALSE,0.02,TRUE,3,21,Amp,,0.683,Y,N,N,N,76.478,,,
C2,FALSE,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,28.835,28.85,0.022,,,,,,,,FALSE,0.02,TRUE,3,27,Amp,,0.903,N,N,N,N,0,,,
C2,FALSE,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,30.873,31.257,0.543,,,,,,,,FALSE,0.02,TRUE,3,29,Amp,,0.899,N,N,Y,N,71.58,,,
C3,FALSE,Sample 2,Ssid,UNKNOWN,SYBR,None,22.762,22.492,0.382,,,,,,,,FALSE,0.02,TRUE,3,21,Amp,,0.794,Y,N,N,N,76.627,,,
C4,FALSE,Sample 2,C,UNKNOWN,VIC,NFQ-MGB,28.866,28.85,0.022,,,,,,,,FALSE,0.02,TRUE,3,27,Amp,,0.89,N,N,N,N,0,,,
C4,FALSE,Sample 2,D,UNKNOWN,FAM,NFQ-MGB,31.64,31.257,0.543,,,,,,,,FALSE,0.02,TRUE,3,30,Amp,,0.894,N,N,Y,N,71.58,,,
C5,FALSE,Sample 9,Ssid,UNKNOWN,SYBR,None,22.711,22.973,0.37,,,,,,,,FALSE,0.02,TRUE,3,21,Amp,,0.702,Y,N,N,N,76.627,,,
C6,FALSE,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,Y,0,,,
C6,FALSE,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,26.768,26.684,0.119,,,,,,,,FALSE,0.02,TRUE,3,24,Amp,,0.645,Y,N,N,N,81.228,,,
C7,FALSE,Sample 9,Ssid,UNKNOWN,SYBR,None,23.234,22.973,0.37,,,,,,,,FALSE,0.02,TRUE,3,21,Amp,,0.768,Y,N,N,N,76.478,,,
C8,FALSE,Sample 9,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,Y,0,,,
C8,FALSE,Sample 9,D,UNKNOWN,FAM,NFQ-MGB,26.599,26.684,0.119,,,,,,,,FALSE,0.02,TRUE,3,24,Amp,,0.69,Y,N,N,N,75.439,,,
C9,FALSE,Sample 17,Ssid,UNKNOWN,SYBR,None,21.698,21.541,0.222,,,,,,,,FALSE,0.02,TRUE,3,20,Amp,,0.726,Y,N,N,N,76.478,,,
C10,FALSE,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,26.122,26.081,0.058,,,,,,,,FALSE,0.02,TRUE,3,24,Amp,,0.889,N,N,N,N,0,,,
C10,FALSE,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,34.416,35.495,1.525,,,,,,,,FALSE,0.02,TRUE,3,31,Inconclusive,,0.699,Y,N,Y,N,73.212,,,
C11,FALSE,Sample 17,Ssid,UNKNOWN,SYBR,None,21.383,21.541,0.222,,,,,,,,FALSE,0.02,TRUE,3,19,Amp,,0.684,Y,N,N,N,76.478,,,
C12,FALSE,Sample 17,C,UNKNOWN,VIC,NFQ-MGB,26.04,26.081,0.058,,,,,,,,FALSE,0.02,TRUE,3,24,Amp,,0.901,N,N,N,N,0,,,
C12,FALSE,Sample 17,D,UNKNOWN,FAM,NFQ-MGB,36.573,35.495,1.525,,,,,,,,FALSE,0.02,TRUE,3,35,No Amp,,0.541,Y,N,Y,N,72.47,,,
D1,FALSE,Sample 3,Ssid,UNKNOWN,SYBR,None,22.92,22.649,0.384,,,,,,,,FALSE,0.02,TRUE,3,21,Amp,,0.758,Y,N,N,N,76.033,,,
D2,FALSE,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,26.573,26.954,0.539,,,,,,,,FALSE,0.02,TRUE,3,24,Amp,,0.91,N,N,Y,N,0,,,
D2,FALSE,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,37.548,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,N,70.837,,,
D3,FALSE,Sample 3,Ssid,UNKNOWN,SYBR,None,22.377,22.649,0.384,,,,,,,,FALSE,0.02,TRUE,3,20,Amp,,0.683,Y,N,N,N,76.478,,,
D4,FALSE,Sample 3,C,UNKNOWN,VIC,NFQ-MGB,27.335,26.954,0.539,,,,,,,,FALSE,0.02,TRUE,3,25,Amp,,0.894,N,N,Y,N,0,,,
D4,FALSE,Sample 3,D,UNKNOWN,FAM,NFQ-MGB,37.548,37.548,,,,,,,,,FALSE,0.02,TRUE,3,35,No Amp,,0.333,Y,N,N,N,70.541,,,
D5,FALSE,Sample 10,Ssid,UNKNOWN,SYBR,None,23.046,23.262,0.305,,,,,,,,FALSE,0.02,TRUE,3,20,Amp,,0.689,Y,N,N,N,76.478,,,
D6,FALSE,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,Y,0,,,
D6,FALSE,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,25.795,25.39,0.572,,,,,,,,FALSE,0.02,TRUE,3,23,Amp,,0.618,Y,N,Y,N,65.345,,,
D7,FALSE,Sample 10,Ssid,UNKNOWN,SYBR,None,23.478,23.262,0.305,,,,,,,,FALSE,0.02,TRUE,3,21,Amp,,0.757,Y,N,N,N,76.478,,,
D8,FALSE,Sample 10,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,Y,0,,,
D8,FALSE,Sample 10,D,UNKNOWN,FAM,NFQ-MGB,24.985,25.39,0.572,,,,,,,,FALSE,0.02,TRUE,3,23,Amp,,0.538,Y,N,Y,N,64.454,,,
D9,FALSE,Sample 18,Ssid,UNKNOWN,SYBR,None,21.773,21.697,0.108,,,,,,,,FALSE,0.02,TRUE,3,20,Amp,,0.763,Y,N,N,N,76.627,,,
D10,FALSE,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,37.013,37.013,,,,,,,,,FALSE,0.02,TRUE,3,35,Inconclusive,,0.724,Y,N,N,N,0,,,
D10,FALSE,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,26.747,26.907,0.226,,,,,,,,FALSE,0.02,TRUE,3,25,Amp,,0.714,Y,N,N,N,78.853,,,
D11,FALSE,Sample 18,Ssid,UNKNOWN,SYBR,None,21.62,21.697,0.108,,,,,,,,FALSE,0.02,TRUE,3,20,Amp,,0.74,Y,N,N,N,76.478,,,
D12,FALSE,Sample 18,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,37.013,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,N,0,,,
D12,FALSE,Sample 18,D,UNKNOWN,FAM,NFQ-MGB,27.066,26.907,0.226,,,,,,,,FALSE,0.02,TRUE,3,25,Amp,,0.65,Y,N,N,N,68.314,,,
E1,FALSE,Sample 4,Ssid,UNKNOWN,SYBR,None,22.181,22.059,0.173,,,,,,,,FALSE,0.02,TRUE,3,19,Amp,,0.672,Y,N,N,N,76.33,,,
E2,FALSE,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,27.19,27.223,0.047,,,,,,,,FALSE,0.02,TRUE,3,25,Amp,,0.91,N,N,N,N,0,,,
E2,FALSE,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,Y,70.392,,,
E3,FALSE,Sample 4,Ssid,UNKNOWN,SYBR,None,21.937,22.059,0.173,,,,,,,,FALSE,0.02,TRUE,3,19,Amp,,0.647,Y,N,N,N,76.478,,,
E4,FALSE,Sample 4,C,UNKNOWN,VIC,NFQ-MGB,27.256,27.223,0.047,,,,,,,,FALSE,0.02,TRUE,3,25,Amp,,0.908,N,N,N,N,0,,,
E4,FALSE,Sample 4,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,Y,72.767,,,
E5,FALSE,Sample 11,Ssid,UNKNOWN,SYBR,None,22.132,22.174,0.059,,,,,,,,FALSE,0.02,TRUE,3,20,Amp,,0.749,Y,N,N,N,76.627,,,
E6,FALSE,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,N,0,,,
E6,FALSE,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,26.239,26.224,0.021,,,,,,,,FALSE,0.02,TRUE,3,24,Amp,,0.676,Y,N,N,N,75.736,,,
E7,FALSE,Sample 11,Ssid,UNKNOWN,SYBR,None,22.216,22.174,0.059,,,,,,,,FALSE,0.02,TRUE,3,19,Amp,,0.654,Y,N,N,N,76.478,,,
E8,FALSE,Sample 11,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,Y,0,,,
E8,FALSE,Sample 11,D,UNKNOWN,FAM,NFQ-MGB,26.21,26.224,0.021,,,,,,,,FALSE,0.02,TRUE,3,23,Amp,,0.606,Y,N,N,N,65.79,,,
E9,FALSE,Sample 19,Ssid,UNKNOWN,SYBR,None,21.207,21.419,0.3,,,,,,,,FALSE,0.02,TRUE,3,19,Amp,,0.72,Y,N,N,N,76.627,,,
E10,FALSE,Sample 19,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,36.393,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,Y,0,,,
E10,FALSE,Sample 19,D,UNKNOWN,FAM,NFQ-MGB,25.923,26.238,0.445,,,,,,,,FALSE,0.02,TRUE,3,24,Amp,,0.641,Y,N,N,N,65.642,,,
E11,FALSE,Sample 19,Ssid,UNKNOWN,SYBR,None,21.632,21.419,0.3,,,,,,,,FALSE,0.02,TRUE,3,20,Amp,,0.76,Y,N,N,N,76.478,,,
E12,FALSE,Sample 19,C,UNKNOWN,VIC,NFQ-MGB,36.393,36.393,,,,,,,,,FALSE,0.02,TRUE,3,34,Inconclusive,,0.747,Y,N,N,N,0,,,
E12,FALSE,Sample 19,D,UNKNOWN,FAM,NFQ-MGB,26.553,26.238,0.445,,,,,,,,FALSE,0.02,TRUE,3,24,Amp,,0.642,Y,N,N,N,80.338,,,
F1,FALSE,Sample 5,Ssid,UNKNOWN,SYBR,None,22.597,22.387,0.296,,,,,,,,FALSE,0.02,TRUE,3,21,Amp,,0.762,Y,N,N,N,76.33,,,
F2,FALSE,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,28.748,28.876,0.181,,,,,,,,FALSE,0.02,TRUE,3,27,Amp,,0.9,N,N,N,N,0,,,
F2,FALSE,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,N,70.986,,,
F3,FALSE,Sample 5,Ssid,UNKNOWN,SYBR,None,22.178,22.387,0.296,,,,,,,,FALSE,0.02,TRUE,3,20,Amp,,0.635,Y,N,N,N,76.478,,,
F4,FALSE,Sample 5,C,UNKNOWN,VIC,NFQ-MGB,29.004,28.876,0.181,,,,,,,,FALSE,0.02,TRUE,3,27,Amp,,0.897,N,N,N,N,0,,,
F4,FALSE,Sample 5,D,UNKNOWN,FAM,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,N,72.322,,,
F5,FALSE,Sample 12,Ssid,UNKNOWN,SYBR,None,22.826,22.785,0.058,,,,,,,,FALSE,0.02,TRUE,3,21,Amp,,0.806,N,N,N,N,76.478,,,
F6,FALSE,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,Y,0,,,
F6,FALSE,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,25.106,25.424,0.449,,,,,,,,FALSE,0.02,TRUE,3,23,Amp,,0.572,Y,N,N,N,76.033,,,
F7,FALSE,Sample 12,Ssid,UNKNOWN,SYBR,None,22.744,22.785,0.058,,,,,,,,FALSE,0.02,TRUE,3,21,Amp,,0.781,Y,N,N,N,76.478,,,
F8,FALSE,Sample 12,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,Y,0,,,
F8,FALSE,Sample 12,D,UNKNOWN,FAM,NFQ-MGB,25.741,25.424,0.449,,,,,,,,FALSE,0.02,TRUE,3,24,Amp,,0.589,Y,N,N,N,72.767,,,
F9,FALSE,Sample 20,Ssid,UNKNOWN,SYBR,None,21.527,21.514,0.018,,,,,,,,FALSE,0.02,TRUE,3,19,Amp,,0.595,Y,N,N,N,76.478,,,
F10,FALSE,Sample 20,C,UNKNOWN,VIC,NFQ-MGB,37.475,36.919,0.787,,,,,,,,FALSE,0.02,TRUE,3,35,Inconclusive,,0.706,Y,N,Y,N,0,,,
F10,FALSE,Sample 20,D,UNKNOWN,FAM,NFQ-MGB,25.83,25.428,0.57,,,,,,,,FALSE,0.02,TRUE,3,24,Amp,,0.656,Y,N,Y,N,75.142,,,
F11,FALSE,Sample 20,Ssid,UNKNOWN,SYBR,None,21.501,21.514,0.018,,,,,,,,FALSE,0.02,TRUE,3,19,Amp,,0.612,Y,N,N,N,76.478,,,
F12,FALSE,Sample 20,C,UNKNOWN,VIC,NFQ-MGB,36.362,36.919,0.787,,,,,,,,FALSE,0.02,TRUE,3,34,Inconclusive,,0.759,Y,N,Y,N,0,,,
F12,FALSE,Sample 20,D,UNKNOWN,FAM,NFQ-MGB,25.025,25.428,0.57,,,,,,,,FALSE,0.02,TRUE,3,22,Amp,,0.522,Y,N,Y,N,84.197,,,
G1,FALSE,Sample 6,Ssid,UNKNOWN,SYBR,None,22.909,22.777,0.187,,,,,,,,FALSE,0.02,TRUE,3,21,Amp,,0.732,Y,N,N,N,76.33,,,
G2,FALSE,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,N,0,,,
G2,FALSE,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,27.363,27.686,0.456,,,,,,,,FALSE,0.02,TRUE,3,25,Amp,,0.6,Y,N,N,N,74.548,,,
G3,FALSE,Sample 6,Ssid,UNKNOWN,SYBR,None,22.644,22.777,0.187,,,,,,,,FALSE,0.02,TRUE,3,20,Amp,,0.655,Y,N,N,N,76.478,,,
G4,FALSE,Sample 6,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,Y,0,,,
G4,FALSE,Sample 6,D,UNKNOWN,FAM,NFQ-MGB,28.009,27.686,0.456,,,,,,,,FALSE,0.02,TRUE,3,26,Amp,,0.672,Y,N,N,N,72.322,,,
G5,FALSE,Sample 13,Ssid,UNKNOWN,SYBR,None,23.882,23.103,1.102,,,,,,,,FALSE,0.02,TRUE,3,22,Amp,,0.731,Y,N,Y,N,76.33,,,
G6,FALSE,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,Y,0,,,
G6,FALSE,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,26.23,25.866,0.515,,,,,,,,FALSE,0.02,TRUE,3,24,Amp,,0.635,Y,N,Y,N,65.197,,,
G7,FALSE,Sample 13,Ssid,UNKNOWN,SYBR,None,22.324,23.103,1.102,,,,,,,,FALSE,0.02,TRUE,3,20,Amp,,0.622,Y,N,Y,N,76.478,,,
G8,FALSE,Sample 13,C,UNKNOWN,VIC,NFQ-MGB,Undetermined,,,,,,,,,,FALSE,0.02,TRUE,3,39,No Amp,,0,Y,Y,N,Y,0,,,
G8,FALSE,Sample 13,D,UNKNOWN,FAM,NFQ-MGB,25.502,25.866,0.515,,,,,,,,FALSE,0.02,TRUE,3,23,Amp,,0.599,Y,N,Y,N,79.002,,,
